year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2015.0,18.0,31.0,Lower Middle Class,Jhalokati ,Low Service Holder,Driver,Irrelevant Marriage,Single,144300.0
2017.0,23.0,31.0,Rich Class,Patuakhali ,Businessman,Businessman,Forced Marriage,Single,418500.0
2014.0,23.0,25.0,Rich Class,Patuakhali ,Businessman,Businessman,Love Marriage,Single,360000.0
2017.0,23.0,35.0,Lower Middle Class,Bhola ,Entrepreneur,Entrepreneur,Forced Marriage,Single,159100.0
2013.0,20.0,31.0,Lower Middle Class,Barguna ,Service Holder,Businessman,Forced Marriage,Single,162800.0
2013.0,21.0,32.0,Higher Class,Barguna ,Entrepreneur,Service Holder,Arrange Marriage,Single,289800.0
2016.0,21.0,41.0,Higher Middle Class,Bhola ,Service Holder,Service Holder,Irrelevant Marriage,Single,285600.0
2015.0,20.0,30.0,Higher Class,Barishal ,Businessman,Service Holder,Forced Marriage,Single,235200.0
2013.0,19.0,25.0,Lower Middle Class,Barguna ,Entrepreneur,Service Holder,Arrange Marriage,Single,162800.0
2013.0,18.0,28.0,Rich Class,Barishal ,Service Holder,Service Holder,Forced Marriage,Single,373500.0
2016.0,19.0,41.0,Rich Class,Jhalokati ,Businessman,Businessman,Irrelevant Marriage,Single,432000.0
2014.0,19.0,30.0,Higher Class,Pirojpur ,Service Holder,Businessman,Forced Marriage,Single,239400.0
2013.0,19.0,31.0,Higher Middle Class,Jhalokati ,Service Holder,Businessman,Forced Marriage,Single,239400.0
2016.0,21.0,27.0,Higher Middle Class,Barguna ,Service Holder,Entrepreneur,Forced Marriage,Single,247800.0
2017.0,16.0,31.0,Higher Class,Bhola ,Businessman,Entrepreneur,Irrelevant Marriage,Single,273000.0
2014.0,18.0,41.0,Lower Middle Class,Barishal ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,162800.0
2017.0,19.0,32.0,Rich Class,Patuakhali ,Businessman,Entrepreneur,Irrelevant Marriage,Single,409500.0
2014.0,21.0,31.0,Rich Class,Patuakhali ,Entrepreneur,Entrepreneur,Arrange Marriage,Single,414000.0
2016.0,22.0,27.0,Rich Class,Bhola ,Entrepreneur,Entrepreneur,Arrange Marriage,Single,391500.0
2013.0,22.0,36.0,Higher Middle Class,Pirojpur ,Entrepreneur,Businessman,Irrelevant Marriage,Single,252000.0
2015.0,20.0,34.0,Lower Middle Class,Barishal ,Service Holder,Service Holder,Irrelevant Marriage,Single,148000.0
2017.0,19.0,42.0,Proverty Level,Patuakhali ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,42000.0
2014.0,18.0,31.0,Higher Class,Pirojpur ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,252000.0
2013.0,18.0,32.0,Higher Class,Jhalokati ,Service Holder,Businessman,Irrelevant Marriage,Single,231000.0
2014.0,21.0,31.0,Rich Class,Barishal ,Businessman,Entrepreneur,Arrange Marriage,Single,391500.0
2013.0,24.0,33.0,Rich Class,Barishal ,Entrepreneur,Service Holder,Forced Marriage,Single,364500.0
2015.0,24.0,39.0,Rich Class,Bhola ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,441000.0
2014.0,22.0,26.0,Rich Class,Pirojpur ,Service Holder,Service Holder,Arrange Marriage,Single,432000.0
2016.0,20.0,36.0,Rich Class,Patuakhali ,Service Holder,Businessman,Irrelevant Marriage,Single,396000.0
2016.0,21.0,29.0,Rich Class,Barishal ,Entrepreneur,Service Holder,Forced Marriage,Single,387000.0
2016.0,22.0,30.0,Rich Class,Bhola ,Businessman,Service Holder,Arrange Marriage,Single,414000.0
2016.0,19.0,37.0,Higher Class,Patuakhali ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,289800.0
2015.0,19.0,25.0,Higher Middle Class,Barguna ,Service Holder,Entrepreneur,Forced Marriage,Single,243600.0
2017.0,24.0,39.0,Rich Class,Jhalokati ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,396000.0
2013.0,20.0,28.0,Lower Class,Bhola ,Service Holder,Entrepreneur,Arrange Marriage,Single,67200.0
2017.0,23.0,31.0,Higher Middle Class,Patuakhali ,Service Holder,Entrepreneur,Forced Marriage,Single,273000.0
2013.0,20.0,29.0,Lower Middle Class,Barishal ,Service Holder,Entrepreneur,Arrange Marriage,Single,136900.0
2017.0,18.0,39.0,Rich Class,Barishal ,Entrepreneur,Service Holder,Irrelevant Marriage,Single,427500.0
2013.0,20.0,27.0,Rich Class,Patuakhali ,Service Holder,Businessman,Arrange Marriage,Single,409500.0
2015.0,17.0,28.0,Lower Class,Pirojpur ,Businessman,Entrepreneur,Arrange Marriage,Single,67200.0
2014.0,23.0,31.0,Lower Class,Patuakhali ,Entrepreneur,Businessman,Forced Marriage,Single,62400.0
2013.0,20.0,36.0,Lower Middle Class,Barguna ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,144300.0
2014.0,17.0,32.0,Higher Middle Class,Barishal ,Businessman,Businessman,Irrelevant Marriage,Single,264600.0
2017.0,22.0,35.0,Higher Middle Class,Bhola ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,231000.0
2016.0,18.0,39.0,Lower Middle Class,Barishal ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,136900.0
2017.0,18.0,38.0,Rich Class,Pirojpur ,Garments Worker,Businessman,Irrelevant Marriage,Single,1092000.0
2018.0,17.0,27.0,Rich Class,Barguna ,Businessman,Businessman,Arrange Marriage,Single,984000.0
2017.0,19.0,29.0,Higher Class,Jhalokati ,Businessman,Businessman,Forced Marriage,Single,580000.0
2018.0,18.0,35.0,Lower Middle Class,Barguna ,Businessman,Businessman,Irrelevant Marriage,Single,344000.0
2017.0,25.0,30.0,Rich Class,Barguna ,Businessman,Businessman,Forced Marriage,Divorced,1164000.0
2018.0,16.0,28.0,Proverty Level,Pirojpur ,Day Labour,Day Labour,Arrange Marriage,Single,115200.0
2017.0,20.0,32.0,Lower Class,Jhalokati ,Low Service Holder,Low Service Holder,Forced Marriage,Single,148200.0
2017.0,18.0,32.0,Lower Class,Barguna ,Businessman,Farmer,Irrelevant Marriage,Single,159600.0
2018.0,18.0,36.0,Rich Class,Pirojpur ,Businessman,Businessman,Irrelevant Marriage,Single,1056000.0
2017.0,23.0,41.0,Rich Class,Pirojpur ,Businessman,Service Holder,Irrelevant Marriage,Single,1020000.0
2018.0,22.0,42.0,Higher Class,Barishal ,Businessman,Businessman,Irrelevant Marriage,Single,580000.0
2017.0,20.0,36.0,Lower Middle Class,Barguna ,Lower Service Holder,Businessman,Irrelevant Marriage,Single,344000.0
2018.0,22.0,38.0,Lower Middle Class,Patuakhali ,Lower Service Holder,Farmer,Irrelevant Marriage,Single,280000.0
2017.0,22.0,30.0,Rich Class,Jhalokati ,Garments Worker,Businessman,Forced Marriage,Single,1104000.0
2017.0,22.0,28.0,Higher Class,Bhola ,Businessman,Farmer,Forced Marriage,Single,520000.0
2018.0,25.0,35.0,Rich Class,Patuakhali ,Businessman,Service Holder,Forced Marriage,Divorced,1164000.0
2017.0,20.0,25.0,Higher Middle Class,Barguna ,Garments Worker,Businessman,Forced Marriage,Single,600000.0
2018.0,20.0,28.0,Higher Middle Class,Pirojpur ,Businessman,Businessman,Forced Marriage,Single,630000.0
2017.0,20.0,41.0,Rich Class,Jhalokati ,Businessman,Businessman,Irrelevant Marriage,Single,1164000.0
2017.0,21.0,28.0,Rich Class,Barishal ,Businessman,Businessman,Forced Marriage,Single,1188000.0
2017.0,23.0,27.0,Proverty Level,Barguna ,Day Labour,Driver,Forced Marriage,Single,110400.0
2018.0,18.0,38.0,Lower Middle Class,Patuakhali ,Service Holder,Service Holder,Irrelevant Marriage,Single,378000.0
2017.0,21.0,39.0,Lower Middle Class,Bhola ,Businessman,Businessman,Irrelevant Marriage,Single,360000.0
2017.0,18.0,34.0,Proverty Level,Bhola ,Service Holder,Businessman,Irrelevant Marriage,Single,115000.0
2018.0,18.0,25.0,Proverty Level,Jhalokati ,Businessman,Service Holder,Forced Marriage,Single,115000.0
2018.0,25.0,33.0,Rich Class,Jhalokati ,Businessman,Entrepreneur,Forced Marriage,Divorced,1380000.0
2018.0,17.0,32.0,Rich Class,Patuakhali ,Entrepreneur,Businessman,Irrelevant Marriage,Single,1245000.0
2018.0,25.0,39.0,Lower Middle Class,Pirojpur ,Businessman,Service Holder,Irrelevant Marriage,Divorced,369000.0
2018.0,22.0,37.0,Proverty Level,Jhalokati ,Service Holder,Entrepreneur,Irrelevant Marriage,Single,120000.0
2018.0,18.0,25.0,Higher Middle Class,Pirojpur ,Entrepreneur,Service Holder,Arrange Marriage,Single,624000.0
2017.0,20.0,36.0,Rich Class,Jhalokati ,Businessman,Businessman,Irrelevant Marriage,Single,1455000.0
2017.0,20.0,33.0,Proverty Level,Pirojpur ,Entrepreneur,Businessman,Irrelevant Marriage,Single,110000.0
2018.0,22.0,32.0,Higher Middle Class,Bhola ,Service Holder,Entrepreneur,Forced Marriage,Single,768000.0
2018.0,20.0,26.0,Higher Class,Jhalokati ,Businessman,Businessman,Arrange Marriage,Single,792000.0
2017.0,24.0,30.0,Lower Class,Barguna ,Service Holder,Businessman,Arrange Marriage,Single,180000.0
2018.0,17.0,33.0,Proverty Level,Barishal ,Businessman,Entrepreneur,Irrelevant Marriage,Single,110000.0
2017.0,22.0,29.0,Higher Middle Class,Patuakhali ,Service Holder,Businessman,Forced Marriage,Single,768000.0
2017.0,18.0,25.0,Higher Class,Barguna ,Businessman,Service Holder,Arrange Marriage,Single,708000.0
2018.0,18.0,39.0,Proverty Level,Pirojpur ,Businessman,Businessman,Irrelevant Marriage,Single,120000.0
2017.0,18.0,31.0,Rich Class,Pirojpur ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,1200000.0
2018.0,20.0,35.0,Higher Class,Bhola ,Businessman,Service Holder,Irrelevant Marriage,Single,612000.0
2017.0,20.0,30.0,Higher Middle Class,Pirojpur ,Businessman,Service Holder,Forced Marriage,Single,720000.0
2018.0,25.0,35.0,Proverty Level,Jhalokati ,Businessman,Entrepreneur,Arrange Marriage,Divorced,110000.0
2018.0,23.0,33.0,Proverty Level,Patuakhali ,Businessman,Businessman,Arrange Marriage,Single,100000.0
2018.0,23.0,33.0,Lower Middle Class,Bhola ,Entrepreneur,Businessman,Arrange Marriage,Single,351000.0
2017.0,21.0,34.0,Lower Middle Class,Jhalokati ,Entrepreneur,Businessman,Irrelevant Marriage,Single,396000.0
2018.0,24.0,31.0,Higher Class,Jhalokati ,Businessman,Businessman,Forced Marriage,Single,816000.0
2017.0,21.0,30.0,Higher Class,Brahmanbaria ,Businessman,Service Holder,Arrange Marriage,Single,247800.0
2015.0,17.0,29.0,Higher Middle Class,Chattogram ,Businessman,Businessman,Forced Marriage,Single,260400.0
2015.0,18.0,41.0,Higher Class,Bandarban ,Lower Service Holder,Service Holder,Irrelevant Marriage,Single,252000.0
2013.0,20.0,32.0,Higher Class,Brahmanbaria ,Businessman,Farmer,Forced Marriage,Single,235200.0
2014.0,19.0,32.0,Higher Class,Chandpur ,Businessman,Businessman,Irrelevant Marriage,Single,222600.0
2017.0,21.0,39.0,Higher Middle Class,Cox?s Bazar ,Businessman,Businessman,Irrelevant Marriage,Single,210000.0
2016.0,22.0,26.0,Rich Class,Chattogram ,Lower Service Holder,Service Holder,Forced Marriage,Single,373500.0
2016.0,23.0,30.0,Higher Middle Class,Brahmanbaria ,Day Labour,Farmer,Arrange Marriage,Single,277200.0
2016.0,18.0,42.0,Higher Class,Khagrachhari ,Businessman,Businessman,Irrelevant Marriage,Single,273000.0
2016.0,24.0,33.0,Rich Class,Cox?s Bazar ,Garments Worker,Service Holder,Arrange Marriage,Single,360000.0
2017.0,22.0,25.0,Higher Class,Khagrachhari ,Businessman,Businessman,Love Marriage,Single,277200.0
2015.0,24.0,35.0,Higher Middle Class,Bandarban ,Businessman,Businessman,Forced Marriage,Single,214200.0
2017.0,20.0,26.0,Higher Class,Chandpur ,Low Service Holder,Service Holder,Arrange Marriage,Single,277200.0
2016.0,21.0,31.0,Lower Middle Class,Chattogram ,Businessman,Farmer,Arrange Marriage,Single,133200.0
2014.0,21.0,29.0,Lower Middle Class,Lakshmipur ,Businessman,Businessman,Forced Marriage,Single,159100.0
2014.0,25.0,40.0,Rich Class,Cumilla ,Businessman,Businessman,Irrelevant Marriage,Widow,373500.0
2015.0,18.0,31.0,Higher Class,Cox?s Bazar ,Businessman,Businessman,Irrelevant Marriage,Single,285600.0
2015.0,22.0,36.0,Rich Class,Bandarban ,Businessman,Service Holder,Irrelevant Marriage,Single,409500.0
2013.0,21.0,33.0,Rich Class,Cox?s Bazar ,Businessman,Service Holder,Forced Marriage,Single,391500.0
2016.0,25.0,33.0,Rich Class,Chattogram ,Businessman,Service Holder,Arrange Marriage,Divorced,405000.0
2016.0,20.0,32.0,Higher Class,Brahmanbaria ,Businessman,Businessman,Arrange Marriage,Single,273000.0
2013.0,19.0,30.0,Higher Class,Chattogram ,Businessman,Service Holder,Forced Marriage,Single,256200.0
2013.0,22.0,34.0,Lower Class,Chattogram ,Garments Worker,Driver,Arrange Marriage,Single,67200.0
2016.0,19.0,41.0,Lower Class,Chattogram ,Day Labour,Farmer,Irrelevant Marriage,Single,62400.0
2016.0,20.0,34.0,Rich Class,Chattogram ,Businessman,Service Holder,Irrelevant Marriage,Single,369000.0
2013.0,22.0,31.0,Higher Middle Class,Cumilla ,Low Service Holder,Businessman,Forced Marriage,Single,231000.0
2015.0,22.0,36.0,Rich Class,Khagrachhari ,Businessman,Businessman,Irrelevant Marriage,Single,427500.0
2017.0,19.0,34.0,Higher Middle Class,Chandpur ,Day Labour,Farmer,Irrelevant Marriage,Single,235200.0
2014.0,23.0,42.0,Lower Middle Class,Chattogram ,Lower Service Holder,Driver,Irrelevant Marriage,Single,144300.0
2014.0,18.0,31.0,Higher Class,Chattogram ,Businessman,Businessman,Irrelevant Marriage,Single,222600.0
2013.0,23.0,29.0,Rich Class,Cumilla ,Businessman,Businessman,Forced Marriage,Single,387000.0
2014.0,18.0,40.0,Higher Middle Class,Cumilla ,Businessman,Businessman,Irrelevant Marriage,Single,285600.0
2013.0,18.0,35.0,Rich Class,Cumilla ,Businessman,Businessman,Irrelevant Marriage,Single,400500.0
2014.0,22.0,32.0,Rich Class,Brahmanbaria ,Businessman,Service Holder,Arrange Marriage,Single,409500.0
2015.0,24.0,35.0,Higher Middle Class,Cumilla ,Businessman,Farmer,Arrange Marriage,Single,268800.0
2015.0,23.0,31.0,Higher Class,Brahmanbaria ,Businessman,Businessman,Arrange Marriage,Single,277200.0
2016.0,20.0,42.0,Rich Class,Chattogram ,Businessman,Businessman,Irrelevant Marriage,Single,369000.0
2014.0,19.0,40.0,Higher Class,Lakshmipur ,Day Labour,Service Holder,Irrelevant Marriage,Single,273000.0
2013.0,22.0,30.0,Rich Class,Chattogram ,Businessman,Businessman,Forced Marriage,Single,427500.0
2015.0,25.0,35.0,Rich Class,Chattogram ,Businessman,Service Holder,Arrange Marriage,Divorced,378000.0
2017.0,19.0,35.0,Higher Middle Class,Lakshmipur ,Garments Worker,Farmer,Irrelevant Marriage,Single,235200.0
2017.0,21.0,30.0,Rich Class,Bandarban ,Lower Service Holder,Businessman,Forced Marriage,Single,382500.0
2016.0,16.0,29.0,Higher Class,Chandpur ,Businessman,Businessman,Irrelevant Marriage,Single,235200.0
2016.0,25.0,41.0,Higher Class,Brahmanbaria ,Businessman,Service Holder,Irrelevant Marriage,Widow,231000.0
2013.0,18.0,41.0,Lower Middle Class,Cox?s Bazar ,Low Service Holder,Service Holder,Irrelevant Marriage,Single,151700.0
2013.0,21.0,26.0,Lower Class,Chattogram ,Day Labour,Businessman,Arrange Marriage,Single,67200.0
2017.0,20.0,33.0,Higher Class,Cox?s Bazar ,Garments Worker,Service Holder,Irrelevant Marriage,Single,235200.0
2013.0,21.0,36.0,Higher Class,Cumilla ,Businessman,Businessman,Irrelevant Marriage,Single,247800.0
2014.0,17.0,25.0,Rich Class,Khagrachhari ,Businessman,Businessman,Forced Marriage,Single,414000.0
2014.0,21.0,38.0,Higher Middle Class,Bandarban ,Businessman,Businessman,Irrelevant Marriage,Single,252000.0
2016.0,16.0,31.0,Rich Class,Lakshmipur ,Businessman,Businessman,Irrelevant Marriage,Single,436500.0
2013.0,22.0,27.0,Higher Middle Class,Chattogram ,Businessman,Service Holder,Arrange Marriage,Single,252000.0
2017.0,16.0,27.0,Higher Class,Cumilla ,Businessman,Businessman,Forced Marriage,Single,247800.0
2015.0,25.0,38.0,Rich Class,Cox?s Bazar ,Businessman,Businessman,Irrelevant Marriage,Divorced,445500.0
2016.0,22.0,29.0,Proverty Level,Chattogram ,Garments Worker,Driver,Arrange Marriage,Single,40000.0
2016.0,20.0,40.0,Rich Class,Chandpur ,Businessman,Businessman,Irrelevant Marriage,Single,436500.0
2014.0,18.0,37.0,Rich Class,Cumilla ,Lower Service Holder,Businessman,Irrelevant Marriage,Single,378000.0
2016.0,21.0,26.0,Rich Class,Brahmanbaria ,Businessman,Service Holder,Forced Marriage,Single,418500.0
2013.0,18.0,37.0,Higher Class,Chattogram ,Businessman,Farmer,Irrelevant Marriage,Single,218400.0
2013.0,20.0,31.0,Rich Class,Chattogram ,Lower Service Holder,Businessman,Forced Marriage,Single,364500.0
2017.0,18.0,30.0,Rich Class,Brahmanbaria ,Businessman,Service Holder,Forced Marriage,Single,405000.0
2013.0,20.0,29.0,Rich Class,Bandarban ,Businessman,Service Holder,Forced Marriage,Single,423000.0
2015.0,19.0,27.0,Rich Class,Brahmanbaria ,Businessman,Service Holder,Arrange Marriage,Single,396000.0
2017.0,18.0,30.0,Higher Middle Class,Brahmanbaria ,Businessman,Businessman,Arrange Marriage,Single,268800.0
2014.0,17.0,27.0,Higher Class,Bandarban ,Businessman,Farmer,Forced Marriage,Single,218400.0
2014.0,20.0,25.0,Lower Middle Class,Brahmanbaria ,Businessman,Farmer,Arrange Marriage,Single,144300.0
2016.0,23.0,39.0,Higher Class,Chattogram ,Businessman,Farmer,Irrelevant Marriage,Single,243600.0
2017.0,23.0,32.0,Lower Middle Class,Chattogram ,Day Labour,Farmer,Arrange Marriage,Single,151700.0
2017.0,21.0,29.0,Higher Class,Khagrachhari ,Businessman,Service Holder,Arrange Marriage,Single,281400.0
2015.0,19.0,40.0,Rich Class,Chattogram ,Entrepreneur,Businessman,Irrelevant Marriage,Single,391500.0
2017.0,19.0,36.0,Rich Class,Bandarban ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,400500.0
2014.0,18.0,29.0,Lower Class,Chattogram ,Entrepreneur,Service Holder,Forced Marriage,Single,62400.0
2014.0,25.0,33.0,Higher Middle Class,Bandarban ,Entrepreneur,Entrepreneur,Arrange Marriage,Divorced,277200.0
2014.0,24.0,39.0,Rich Class,Cox?s Bazar ,Businessman,Service Holder,Irrelevant Marriage,Single,360000.0
2015.0,19.0,25.0,Rich Class,Chattogram ,Entrepreneur,Service Holder,Arrange Marriage,Single,373500.0
2013.0,19.0,41.0,Lower Class,Brahmanbaria ,Businessman,Entrepreneur,Irrelevant Marriage,Single,60000.0
2014.0,19.0,34.0,Higher Class,Chandpur ,Service Holder,Service Holder,Irrelevant Marriage,Single,256200.0
2016.0,18.0,42.0,Higher Class,Chattogram ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,214200.0
2017.0,21.0,39.0,Rich Class,Chattogram ,Businessman,Service Holder,Irrelevant Marriage,Single,382500.0
2015.0,21.0,36.0,Higher Class,Brahmanbaria ,Businessman,Entrepreneur,Irrelevant Marriage,Single,243600.0
2015.0,25.0,36.0,Lower Middle Class,Bandarban ,Entrepreneur,Businessman,Arrange Marriage,Divorced,148000.0
2017.0,17.0,30.0,Rich Class,Chandpur ,Service Holder,Businessman,Irrelevant Marriage,Single,436500.0
2013.0,22.0,31.0,Lower Class,Lakshmipur ,Entrepreneur,Businessman,Arrange Marriage,Single,67200.0
2017.0,20.0,31.0,Rich Class,Lakshmipur ,Businessman,Entrepreneur,Arrange Marriage,Single,405000.0
2013.0,22.0,34.0,Higher Class,Cox?s Bazar ,Entrepreneur,Entrepreneur,Arrange Marriage,Single,277200.0
2014.0,21.0,32.0,Rich Class,Cumilla ,Entrepreneur,Businessman,Arrange Marriage,Single,409500.0
2017.0,18.0,32.0,Rich Class,Brahmanbaria ,Entrepreneur,Entrepreneur,Irrelevant Marriage,Single,423000.0
2017.0,21.0,28.0,Higher Class,Cox?s Bazar ,Service Holder,Entrepreneur,Arrange Marriage,Single,252000.0
2017.0,24.0,41.0,Higher Class,Chattogram ,Service Holder,Service Holder,Irrelevant Marriage,Single,268800.0
2017.0,23.0,39.0,Rich Class,Khagrachhari ,Entrepreneur,Businessman,Irrelevant Marriage,Single,414000.0
2014.0,20.0,30.0,Rich Class,Chattogram ,Service Holder,Entrepreneur,Arrange Marriage,Single,400500.0
2016.0,20.0,32.0,Rich Class,Brahmanbaria ,Businessman,Service Holder,Forced Marriage,Single,387000.0
